t,s,x,y,psi,v,delta,a_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref,alpha,dmin
14.400000,469.310321,469.291685,-2.627598,-0.010015,32.999967,0.000135,0.000000,0.000057,-0.000982,0.000062,-0.000033,33.000000,469.310321,-2.626803,-0.010078,0.000000,168.295440
14.500000,472.609881,472.591516,-2.660648,-0.009850,32.999967,0.000140,0.000000,0.000054,-0.001038,0.000066,-0.000033,33.000000,472.609881,-2.659791,-0.009916,0.000000,171.595419
14.600000,475.909436,475.891353,-2.693154,-0.009679,32.999967,0.000146,0.000000,0.000050,-0.001089,0.000069,-0.000033,33.000000,475.909436,-2.692240,-0.009748,0.000000,174.895400
14.700000,479.208887,479.191195,-2.725093,-0.009501,32.999967,0.000151,0.000000,0.000052,-0.001146,0.000073,-0.000033,33.000000,479.208887,-2.724116,-0.009573,0.000000,178.195383
14.800000,482.508430,482.491043,-2.756444,-0.009316,32.999967,0.000156,0.000000,0.000051,-0.001201,0.000076,-0.000033,33.000000,482.508430,-2.755406,-0.009392,0.000000,181.495368
14.900000,485.807969,485.790896,-2.787187,-0.009125,32.999967,0.000161,0.000000,0.000048,-0.001251,0.000079,-0.000033,33.000000,485.807969,-2.786093,-0.009205,0.000000,184.795355
15.000000,489.107394,489.090756,-2.817301,-0.008928,32.999967,0.000166,0.000000,0.000047,-0.001302,0.000083,-0.000033,33.000000,489.107394,-2.816149,-0.009011,0.000000,188.095344
15.100000,492.406923,492.390621,-2.846764,-0.008726,32.999967,0.000171,0.000000,0.000049,-0.001357,0.000086,-0.000033,33.000000,492.406923,-2.845551,-0.008812,0.000000,191.395335
15.200000,495.706449,495.690492,-2.875558,-0.008517,32.999967,0.000176,0.000000,0.000045,-0.001405,0.000089,-0.000033,33.000000,495.706449,-2.874290,-0.008606,0.000000,194.695326
15.300000,499.005852,498.990369,-2.903664,-0.008303,32.999967,0.000180,0.000000,0.000041,-0.001448,0.000092,-0.000033,33.000000,499.005852,-2.902346,-0.008395,0.000000,197.995320
15.400000,502.305369,502.290252,-2.931062,-0.008082,32.999967,0.000184,0.000000,0.000046,-0.001503,0.000095,-0.000033,33.000000,502.305369,-2.929683,-0.008178,0.000000,201.295314
15.500000,505.604884,505.590141,-2.957734,-0.007857,32.999967,0.000189,0.000000,0.000043,-0.001551,0.000098,-0.000033,33.000000,505.604884,-2.956300,-0.007955,0.000000,204.595309
15.600000,508.904396,508.890036,-2.983663,-0.007626,32.999967,0.000193,0.000000,0.000038,-0.001593,0.000101,-0.000033,33.000000,508.904396,-2.982181,-0.007728,0.000000,207.895305
15.700000,512.203775,512.189937,-3.008830,-0.007390,32.999967,0.000197,0.000000,0.000040,-0.001641,0.000104,-0.000033,33.000000,512.203775,-3.007293,-0.007495,0.000000,211.195301
15.800000,515.503280,515.489843,-3.033218,-0.007150,32.999967,0.000201,0.000000,0.000040,-0.001688,0.000107,-0.000033,33.000000,515.503280,-3.031628,-0.007257,0.000000,214.495298
15.900000,518.802785,518.789756,-3.056812,-0.006904,32.999967,0.000205,0.000000,0.000035,-0.001727,0.000110,-0.000033,33.000000,518.802785,-3.055176,-0.007014,0.000000,217.795294
16.000000,522.102147,522.089674,-3.079595,-0.006654,32.999967,0.000208,0.000000,0.000034,-0.001767,0.000113,-0.000033,33.000000,522.102147,-3.077913,-0.006766,0.000000,221.095291
16.100000,525.401646,525.389597,-3.101552,-0.006399,32.999967,0.000212,0.000000,0.000036,-0.001813,0.000115,-0.000033,33.000000,525.401646,-3.099818,-0.006514,0.000000,224.395287
16.200000,528.701144,528.689527,-3.122669,-0.006140,32.999967,0.000215,0.000000,0.000032,-0.001851,0.000117,-0.000033,33.000000,528.701144,-3.120890,-0.006258,0.000000,227.695283
16.300000,532.000493,531.989461,-3.142931,-0.005877,32.999967,0.000219,0.000000,0.000027,-0.001881,0.000120,-0.000033,33.000000,532.000493,-3.141116,-0.005997,0.000000,230.995279
16.400000,535.299986,535.289401,-3.162325,-0.005610,32.999967,0.000221,0.000000,0.000033,-0.001926,0.000122,-0.000033,33.000000,535.299986,-3.160459,-0.005732,0.000000,234.295273
16.500000,538.599479,538.589346,-3.180836,-0.005339,32.999967,0.000225,0.000000,0.000029,-0.001963,0.000124,-0.000033,33.000000,538.599479,-3.178929,-0.005463,0.000000,237.595266
16.600000,541.898971,541.889295,-3.198456,-0.005065,32.999967,0.000228,0.000000,0.000023,-0.001992,0.000127,-0.000033,33.000000,541.898971,-3.196514,-0.005191,0.000000,240.895258
16.700000,545.198306,545.189250,-3.215169,-0.004787,32.999967,0.000230,0.000000,0.000025,-0.002029,0.000129,-0.000033,33.000000,545.198306,-3.213185,-0.004915,0.000000,244.195249
16.800000,548.497795,548.489209,-3.230964,-0.004506,32.999967,0.000232,0.000000,0.000025,-0.002064,0.000131,-0.000033,33.000000,548.497795,-3.228940,-0.004636,0.000000,247.495238
16.900000,551.797284,551.789172,-3.245833,-0.004221,32.999967,0.000235,0.000000,0.000020,-0.002091,0.000133,-0.000033,33.000000,551.797284,-3.243777,-0.004354,0.000000,250.795224
17.000000,555.096611,555.089139,-3.259763,-0.003934,32.999967,0.000237,0.000000,0.000018,-0.002117,0.000135,-0.000033,33.000000,555.096611,-3.257677,-0.004069,0.000000,254.095209
17.100000,558.396097,558.389111,-3.272747,-0.003645,32.999967,0.000239,0.000000,0.000021,-0.002151,0.000137,-0.000033,33.000000,558.396097,-3.270622,-0.003781,0.000000,257.395192
17.200000,561.695583,561.689085,-3.284774,-0.003353,32.999967,0.000241,0.000000,0.000017,-0.002175,0.000138,-0.000033,33.000000,561.695583,-3.282622,-0.003491,0.000000,260.695172
17.300000,564.995069,564.989064,-3.295839,-0.003059,32.999967,0.000243,0.000000,0.000011,-0.002192,0.000140,-0.000033,33.000000,564.995069,-3.293667,-0.003198,0.000000,263.995149
17.400000,568.294388,568.289045,-3.305933,-0.002762,32.999967,0.000244,0.000000,0.000017,-0.002224,0.000141,-0.000033,33.000000,568.294388,-3.303724,-0.002903,0.000000,267.295123
17.500000,571.593873,571.589029,-3.315048,-0.002464,32.999967,0.000245,0.000000,0.000013,-0.002247,0.000142,-0.000033,33.000000,571.593873,-3.312813,-0.002607,0.000000,270.595094
17.600000,574.893357,574.889016,-3.323180,-0.002164,32.999967,0.000247,0.000000,0.000007,-0.002262,0.000144,-0.000033,33.000000,574.893357,-3.320928,-0.002308,0.000000,273.895062
17.700000,578.192672,578.189005,-3.330322,-0.001863,32.999967,0.000247,0.000000,0.000009,-0.002284,0.000145,-0.000033,33.000000,578.192672,-3.328045,-0.002008,0.000000,277.195026
17.800000,581.492155,581.488996,-3.336469,-0.001560,32.999967,0.000248,0.000000,0.000009,-0.002305,0.000146,-0.000033,33.000000,581.492155,-3.334169,-0.001706,0.000000,280.494986
17.900000,584.791638,584.788988,-3.341618,-0.001257,32.999967,0.000249,0.000000,0.000004,-0.002317,0.000147,-0.000033,33.000000,584.791638,-3.339305,-0.001404,0.000000,283.794943
18.000000,588.090951,588.088983,-3.345765,-0.000952,32.999967,0.000250,0.000000,0.000002,-0.002328,0.000148,-0.000033,33.000000,588.090951,-3.343440,-0.001100,0.000000,287.094895
18.100000,591.390434,591.388978,-3.348907,-0.000647,32.999967,0.000250,0.000000,0.000005,-0.002347,0.000149,-0.000033,33.000000,591.390434,-3.346561,-0.000796,0.000000,290.394844
18.200000,594.689916,594.688974,-3.351042,-0.000342,32.999967,0.000250,0.000000,0.000000,-0.002357,0.000149,-0.000033,33.000000,594.689916,-3.348686,-0.000491,0.000000,293.694787
18.300000,597.989399,597.988970,-3.352170,-0.000036,32.999967,0.000250,0.000000,-0.000005,-0.002358,0.000150,-0.000033,33.000000,597.989399,-3.349812,-0.000186,0.000000,296.994726
18.400000,601.288710,601.288967,-3.352289,0.000270,32.999967,0.000250,0.000000,0.000000,-0.002375,0.000151,-0.000033,33.000000,601.288710,-3.349914,0.000119,0.000000,300.294661
18.500000,604.588193,604.588964,-3.351397,0.000575,32.999967,0.000250,0.000000,-0.000003,-0.002383,0.000151,-0.000033,33.000000,604.588193,-3.349015,0.000424,0.000000,303.594590
18.600000,607.887675,607.888960,-3.349499,0.000881,32.999967,0.000249,0.000000,-0.000010,-0.002382,0.000151,-0.000033,33.000000,607.887675,-3.347118,0.000729,0.000000,306.894515
18.700000,611.186987,611.188955,-3.346593,0.001186,32.999967,0.000249,0.000000,-0.000008,-0.002388,0.000152,-0.000033,33.000000,611.186987,-3.344207,0.001034,0.000000,310.194434
18.800000,614.486470,614.488950,-3.342681,0.001489,32.999967,0.000248,0.000000,-0.000008,-0.002394,0.000152,-0.000033,33.000000,614.486470,-3.340290,0.001337,0.000000,313.494348
18.900000,617.785953,617.788943,-3.337766,0.001792,32.999967,0.000247,0.000000,-0.000013,-0.002390,0.000152,-0.000033,33.000000,617.785953,-3.335381,0.001640,0.000000,316.794257
19.000000,621.085267,621.088934,-3.331852,0.002094,32.999967,0.000246,0.000000,-0.000015,-0.002385,0.000152,-0.000033,33.000000,621.085267,-3.329475,0.001942,0.000000,320.094160
19.100000,624.384751,624.388924,-3.324943,0.002394,32.999967,0.000244,-0.000000,-0.000012,-0.002388,0.000152,-0.000033,33.000000,624.384751,-3.322564,0.002242,0.000000,323.394057
19.200000,627.684234,627.688911,-3.317043,0.002692,32.999967,0.000243,0.000000,-0.000016,-0.002382,0.000151,-0.000033,33.000000,627.684234,-3.314672,0.002541,0.000000,326.693949
19.300000,630.983718,630.988896,-3.308158,0.002989,32.999967,0.000241,0.000000,-0.000022,-0.002367,0.000151,-0.000033,33.000000,630.983718,-3.305805,0.002839,0.000000,329.993835
19.400000,634.283037,634.288878,-3.298293,0.003284,32.999967,0.000239,-0.000000,-0.000016,-0.002368,0.000150,-0.000033,33.000000,634.283037,-3.295944,0.003134,0.000000,333.293715
19.500000,637.582522,637.588857,-3.287455,0.003577,32.999967,0.000237,0.000000,-0.000020,-0.002359,0.000149,-0.000033,33.000000,637.582522,-3.285117,0.003427,0.000000,336.593589
19.600000,640.882008,640.888832,-3.275653,0.003867,32.999967,0.000236,0.000000,-0.000026,-0.002343,0.000149,-0.000033,33.000000,640.882008,-3.273335,0.003718,0.000000,339.893457
19.700000,644.181332,644.188805,-3.262892,0.004155,32.999967,0.000233,0.000000,-0.000024,-0.002333,0.000148,-0.000033,33.000000,644.181332,-3.260590,0.004006,0.000000,343.193319
19.800000,647.480819,647.488773,-3.249182,0.004439,32.999967,0.000231,0.000000,-0.000024,-0.002322,0.000147,-0.000033,33.000000,647.480819,-3.246894,0.004292,0.000000,346.493175
19.900000,650.780307,650.788737,-3.234532,0.004721,32.999967,0.000228,0.000000,-0.000029,-0.002303,0.000146,-0.000033,33.000000,650.780307,-3.232268,0.004575,0.000000,349.793025
20.000000,654.079639,654.088697,-3.218953,0.005000,32.999967,0.000225,0.000000,-0.000031,-0.002281,0.000145,-0.000033,33.000000,654.079639,-3.216715,0.004855,0.000000,353.092869
20.100000,657.379130,657.388653,-3.202453,0.005275,32.999967,0.000222,0.000000,-0.000028,-0.002269,0.000144,-0.000033,33.000000,657.379130,-3.200233,0.005131,0.000000,356.392707
20.200000,660.678621,660.688603,-3.185045,0.005547,32.999967,0.000219,0.000000,-0.000032,-0.002247,0.000142,-0.000033,33.000000,660.678621,-3.182852,0.005404,0.000000,359.692539
20.300000,663.978113,663.988549,-3.166741,0.005815,32.999967,0.000216,0.000000,-0.000037,-0.002217,0.000141,-0.000033,33.000000,663.978113,-3.164583,0.005674,0.000000,362.992365
20.400000,667.277457,667.288490,-3.147553,0.006079,32.999967,0.000213,0.000000,-0.000032,-0.002201,0.000140,-0.000033,33.000000,667.277457,-3.145417,0.005939,0.000000,366.292185
20.500000,670.576952,670.588426,-3.127492,0.006339,32.999967,0.000209,0.000000,-0.000035,-0.002177,0.000138,-0.000033,33.000000,670.576952,-3.125386,0.006201,0.000000,369.592000
20.600000,673.876449,673.888356,-3.106574,0.006595,32.999967,0.000206,0.000000,-0.000040,-0.002146,0.000136,-0.000033,33.000000,673.876449,-3.104505,0.006458,0.000000,372.891808
20.700000,677.175806,677.188281,-3.084812,0.006846,32.999967,0.000202,0.000000,-0.000039,-0.002120,0.000135,-0.000033,33.000000,677.175806,-3.082777,0.006711,0.000000,376.191611
20.800000,680.475307,680.488201,-3.062220,0.007093,32.999967,0.000198,0.000000,-0.000039,-0.002094,0.000133,-0.000033,33.000000,680.475307,-3.060216,0.006960,0.000000,379.491408
20.900000,683.774810,683.788115,-3.038814,0.007335,32.999967,0.000194,0.000000,-0.000043,-0.002060,0.000131,-0.000033,33.000000,683.774810,-3.036850,0.007204,0.000000,382.791200
21.000000,687.074182,687.088023,-3.014610,0.007572,32.999967,0.000190,0.000000,-0.000045,-0.002024,0.000129,-0.000033,33.000000,687.074182,-3.012689,0.007443,0.000000,386.090986
21.100000,690.373691,690.387925,-2.989623,0.007804,32.999967,0.000185,0.000000,-0.000042,-0.001996,0.000127,-0.000033,33.000000,690.373691,-2.987737,0.007677,0.000000,389.390767
21.200000,693.673202,693.687821,-2.963871,0.008030,32.999967,0.000181,0.000000,-0.000045,-0.001960,0.000124,-0.000033,33.000000,693.673202,-2.962027,0.007906,0.000000,392.690543
21.300000,696.972715,696.987711,-2.937371,0.008252,32.999967,0.000177,0.000000,-0.000049,-0.001917,0.000122,-0.000033,33.000000,696.972715,-2.935576,0.008130,0.000000,395.990313
21.400000,700.272109,700.287596,-2.910140,0.008468,32.999967,0.000172,0.000000,-0.000046,-0.001885,0.000120,-0.000033,33.000000,700.272109,-2.908385,0.008348,0.000000,399.290080
21.500000,703.571630,703.587474,-2.882197,0.008678,32.999967,0.000167,0.000000,-0.000048,-0.001847,0.000117,-0.000033,33.000000,703.571630,-2.880486,0.008560,0.000000,402.589841
21.600000,706.871155,706.887347,-2.853562,0.008882,32.999967,0.000162,0.000000,-0.000052,-0.001803,0.000115,-0.000033,33.000000,706.871155,-2.851901,0.008767,0.000000,405.889598
21.700000,710.170570,710.187213,-2.824252,0.009080,32.999967,0.000157,0.000000,-0.000051,-0.001763,0.000112,-0.000033,33.000000,710.170570,-2.822639,0.008968,0.000000,409.189351
21.800000,713.470104,713.487074,-2.794288,0.009272,32.999967,0.000152,0.000000,-0.000051,-0.001723,0.000109,-0.000033,33.000000,713.470104,-2.792721,0.009163,0.000000,412.489100
21.900000,716.769641,716.786929,-2.763689,0.009458,32.999967,0.000147,0.000000,-0.000054,-0.001677,0.000106,-0.000033,33.000000,716.769641,-2.762174,0.009352,0.000000,415.788844
22.000000,720.069081,720.086778,-2.732477,0.009638,32.999967,0.000142,0.000000,-0.000055,-0.001628,0.000104,-0.000033,33.000000,720.069081,-2.731018,0.009534,0.000000,419.088586
22.100000,723.368630,723.386621,-2.700672,0.009811,32.999967,0.000136,0.000000,-0.000053,-0.001586,0.000101,-0.000033,33.000000,723.368630,-2.699261,0.009710,0.000000,422.388324
22.200000,726.668183,726.686459,-2.668296,0.009978,32.999967,0.000131,0.000000,-0.000056,-0.001538,0.000098,-0.000033,33.000000,726.668183,-2.666938,0.009880,0.000000,425.688059
22.300000,729.967741,729.986292,-2.635370,0.010137,32.999967,0.000125,0.000000,-0.000058,-0.001486,0.000095,-0.000033,33.000000,729.967741,-2.634071,0.010043,0.000000,428.987791
22.400000,733.267217,733.286119,-2.601917,0.010291,32.999967,0.000119,0.000000,-0.000056,-0.001440,0.000092,-0.000033,33.000000,733.267217,-2.600670,0.010199,0.000000,432.287520
22.500000,736.566789,736.585941,-2.567959,0.010437,32.999967,0.000114,0.000000,-0.000058,-0.001391,0.000088,-0.000033,33.000000,736.566789,-2.566767,0.010348,0.000000,435.587247
22.600000,739.866366,739.885758,-2.533519,0.010576,32.999967,0.000108,0.000000,-0.000060,-0.001337,0.000085,-0.000033,33.000000,739.866366,-2.532386,0.010491,0.000000,438.886972
22.700000,743.165875,743.185570,-2.498620,0.010708,32.999967,0.000102,0.000000,-0.000060,-0.001285,0.000082,-0.000033,33.000000,743.165875,-2.497544,0.010626,0.000000,442.186695
22.800000,746.465468,746.485378,-2.463284,0.010833,32.999967,0.000096,0.000000,-0.000059,-0.001234,0.000078,-0.000033,33.000000,746.465468,-2.462265,0.010754,0.000000,445.486417
22.900000,749.765068,749.785181,-2.427537,0.010950,32.999967,0.000090,0.000000,-0.000061,-0.001178,0.000075,-0.000033,33.000000,749.765068,-2.426578,0.010875,0.000000,448.786137
23.000000,753.064612,753.084980,-2.391403,0.011060,32.999967,0.000084,0.000000,-0.000062,-0.001121,0.000071,-0.000033,33.000000,753.064612,-2.390505,0.010989,0.000000,452.085857
23.100000,756.364230,756.384775,-2.354904,0.011163,32.999967,0.000078,0.000000,-0.000061,-0.001068,0.000068,-0.000033,33.000000,756.364230,-2.354064,0.011095,0.000000,455.385575
23.200000,759.663856,759.684566,-2.318067,0.011258,32.999967,0.000072,0.000000,-0.000062,-0.001011,0.000064,-0.000033,33.000000,759.663856,-2.317287,0.011194,0.000000,458.685294
23.300000,762.963489,762.984353,-2.280915,0.011346,32.999967,0.000066,0.000000,-0.000063,-0.000952,0.000061,-0.000033,33.000000,762.963489,-2.280198,0.011285,0.000000,461.985012
23.400000,766.263086,766.284138,-2.243474,0.011426,32.999967,0.000059,0.000000,-0.000063,-0.000896,0.000057,-0.000033,33.000000,766.263086,-2.242817,0.011369,0.000000,465.284730
23.500000,769.562740,769.583919,-2.205768,0.011499,32.999967,0.000053,0.000000,-0.000063,-0.000838,0.000053,-0.000033,33.000000,769.562740,-2.205172,0.011445,0.000000,468.584449
23.600000,772.862403,772.883698,-2.167824,0.011563,32.999967,0.000047,0.000000,-0.000064,-0.000778,0.000050,-0.000033,33.000000,772.862403,-2.167291,0.011514,0.000000,471.884169
23.700000,776.162044,776.183474,-2.129666,0.011620,32.999967,0.000040,0.000000,-0.000064,-0.000719,0.000046,-0.000033,33.000000,776.162044,-2.129195,0.011574,0.000000,475.183890
23.800000,779.461730,779.483248,-2.091320,0.011669,32.999967,0.000034,0.000000,-0.000064,-0.000659,0.000042,-0.000033,33.000000,779.461730,-2.090911,0.011627,0.000000,478.483612
23.900000,782.761426,782.783020,-2.052812,0.011711,32.999967,0.000027,0.000000,-0.000065,-0.000598,0.000038,-0.000033,33.000000,782.761426,-2.052466,0.011672,0.000000,481.783336
24.000000,786.061115,786.082790,-2.014168,0.011744,32.999967,0.000021,0.000000,-0.000065,-0.000537,0.000034,-0.000033,33.000000,786.061115,-2.013886,0.011710,0.000000,485.083062
24.100000,789.360836,789.382559,-1.975414,0.011770,32.999967,0.000014,0.000000,-0.000065,-0.000476,0.000030,-0.000033,33.000000,789.360836,-1.975193,0.011739,0.000000,488.382790
24.200000,792.660569,792.682328,-1.936576,0.011787,32.999967,0.000008,0.000000,-0.000065,-0.000415,0.000026,-0.000033,33.000000,792.660569,-1.936417,0.011761,0.000000,491.682521
24.300000,795.960313,795.982095,-1.897679,0.011797,32.999967,0.000001,0.000000,-0.000065,-0.000352,0.000022,-0.000033,33.000000,795.960313,-1.897583,0.011774,0.000000,494.982254
24.400000,799.260067,799.281862,-1.858751,0.011799,32.999967,-0.000005,0.000000,-0.000065,-0.000290,0.000019,-0.000033,33.000000,799.260067,-1.858717,0.011780,0.000000,498.281991
24.500000,802.559839,802.581629,-1.819816,0.011792,32.999967,-0.000012,0.000000,-0.000065,-0.000228,0.000015,-0.000033,33.000000,802.559839,-1.819845,0.011778,0.000000,501.581731
24.600000,805.859623,805.881396,-1.780902,0.011778,32.999967,-0.000018,0.000000,-0.000064,-0.000165,0.000011,-0.000033,33.000000,805.859623,-1.780993,0.011768,0.000000,504.881474
24.700000,809.159432,809.181164,-1.742034,0.011756,32.999967,-0.000024,0.000000,-0.000064,-0.000103,0.000007,-0.000033,33.000000,809.159432,-1.742186,0.011750,0.000000,508.181222
24.800000,812.459246,812.480933,-1.703239,0.011727,32.999967,-0.000031,-0.000000,-0.000065,-0.000040,0.000003,-0.000033,33.000000,812.459246,-1.703453,0.011724,0.000000,511.480973
24.900000,815.759073,815.780703,-1.664542,0.011689,32.999967,-0.000037,-0.000000,-0.000064,0.000023,-0.000001,-0.000033,33.000000,815.759073,-1.664817,0.011690,0.000000,514.780729
25.000000,819.058938,819.080474,-1.625970,0.011643,32.999967,-0.000044,-0.000000,-0.000063,0.000085,-0.000005,-0.000033,33.000000,819.058938,-1.626305,0.011649,0.000000,518.080489
25.100000,822.358797,822.380247,-1.587548,0.011590,32.999967,-0.000050,-0.000000,-0.000064,0.000149,-0.000009,-0.000033,33.000000,822.358797,-1.587945,0.011599,0.000000,521.380255
25.200000,825.658669,825.680022,-1.549302,0.011529,32.999967,-0.000056,-0.000000,-0.000063,0.000211,-0.000013,-0.000033,33.000000,825.658669,-1.549760,0.011542,0.000000,524.680025
25.300000,828.958555,828.979800,-1.511259,0.011460,32.999967,-0.000063,-0.000000,-0.000061,0.000272,-0.000017,-0.000033,33.000000,828.958555,-1.511774,0.011477,0.000000,527.979800
25.400000,832.258498,832.279580,-1.473442,0.011383,32.999967,-0.000069,-0.000000,-0.000063,0.000336,-0.000021,-0.000033,33.000000,832.258498,-1.474018,0.011404,0.000000,531.279580
25.500000,835.558417,835.579363,-1.435879,0.011299,32.999967,-0.000075,-0.000000,-0.000062,0.000398,-0.000025,-0.000033,33.000000,835.558417,-1.436515,0.011324,0.000000,534.579367
25.600000,838.858351,838.879149,-1.398594,0.011207,32.999967,-0.000081,-0.000000,-0.000060,0.000458,-0.000029,-0.000033,33.000000,838.858351,-1.399286,0.011236,0.000000,537.879158
25.700000,842.158355,842.178938,-1.361612,0.011107,32.999967,-0.000087,-0.000000,-0.000060,0.000520,-0.000033,-0.000033,33.000000,842.158355,-1.362361,0.011140,0.000000,541.178956
25.800000,845.458323,845.478732,-1.324958,0.011001,32.999967,-0.000093,-0.000000,-0.000061,0.000583,-0.000037,-0.000033,33.000000,845.458323,-1.325766,0.011037,0.000000,544.478760
25.900000,848.758305,848.778529,-1.288657,0.010886,32.999967,-0.000100,-0.000000,-0.000059,0.000642,-0.000041,-0.000033,33.000000,848.758305,-1.289520,0.010927,0.000000,547.778569
26.000000,852.058372,852.078330,-1.252732,0.010765,32.999967,-0.000105,-0.000000,-0.000057,0.000700,-0.000045,-0.000033,33.000000,852.058372,-1.253648,0.010809,0.000000,551.078385
26.100000,855.358389,855.378135,-1.217209,0.010636,32.999967,-0.000111,-0.000000,-0.000059,0.000763,-0.000048,-0.000033,33.000000,855.358389,-1.218183,0.010684,0.000000,554.378207
26.200000,858.658422,858.677945,-1.182111,0.010500,32.999967,-0.000117,-0.000000,-0.000057,0.000822,-0.000052,-0.000033,33.000000,858.658422,-1.183139,0.010552,0.000000,557.678036
26.300000,861.958470,861.977760,-1.147461,0.010357,32.999967,-0.000123,-0.000000,-0.000054,0.000877,-0.000056,-0.000033,33.000000,861.958470,-1.148539,0.010413,0.000000,560.977871
26.400000,865.258618,865.277580,-1.113283,0.010207,32.999967,-0.000128,-0.000000,-0.000057,0.000938,-0.000059,-0.000033,33.000000,865.258618,-1.114416,0.010267,0.000000,564.277712
26.500000,868.558701,868.577405,-1.079600,0.010051,32.999967,-0.000134,-0.000000,-0.000055,0.000997,-0.000063,-0.000033,33.000000,868.558701,-1.080786,0.010113,0.000000,567.577560
26.600000,871.858800,871.877235,-1.046434,0.009887,32.999967,-0.000139,-0.000000,-0.000052,0.001051,-0.000067,-0.000033,33.000000,871.858800,-1.047668,0.009954,0.000000,570.877415
26.700000,875.159009,875.177070,-1.013807,0.009717,32.999967,-0.000145,-0.000000,-0.000052,0.001107,-0.000070,-0.000033,33.000000,875.159009,-1.015091,0.009787,0.000000,574.177276
26.800000,878.459142,878.476911,-0.981743,0.009540,32.999967,-0.000150,-0.000000,-0.000053,0.001165,-0.000074,-0.000033,33.000000,878.459142,-0.983079,0.009614,0.000000,577.477143
26.900000,881.759291,881.776758,-0.950262,0.009357,32.999967,-0.000155,-0.000000,-0.000050,0.001217,-0.000077,-0.000033,33.000000,881.759291,-0.951644,0.009434,0.000000,580.777018
27.000000,885.059561,885.076610,-0.919385,0.009167,32.999967,-0.000160,-0.000000,-0.000047,0.001267,-0.000081,-0.000033,33.000000,885.059561,-0.920810,0.009248,0.000000,584.076898
27.100000,888.359743,888.376468,-0.889133,0.008972,32.999967,-0.000165,-0.000000,-0.000051,0.001325,-0.000084,-0.000033,33.000000,888.359743,-0.890609,0.009056,0.000000,587.376785
27.200000,891.659941,891.676332,-0.859526,0.008770,32.999967,-0.000170,-0.000000,-0.000047,0.001376,-0.000087,-0.000033,33.000000,891.659941,-0.861048,0.008857,0.000000,590.676679
27.300000,894.960153,894.976202,-0.830585,0.008563,32.999967,-0.000175,-0.000000,-0.000043,0.001421,-0.000090,-0.000033,33.000000,894.960153,-0.832145,0.008653,0.000000,593.976579
27.400000,898.260500,898.276078,-0.802328,0.008349,32.999967,-0.000179,-0.000000,-0.000047,0.001476,-0.000094,-0.000033,33.000000,898.260500,-0.803935,0.008443,0.000000,597.276485
27.500000,901.560744,901.575959,-0.774775,0.008131,32.999967,-0.000184,-0.000000,-0.000045,0.001526,-0.000097,-0.000033,33.000000,901.560744,-0.776426,0.008227,0.000000,600.576397
27.600000,904.861004,904.875847,-0.747943,0.007906,32.999967,-0.000188,-0.000000,-0.000040,0.001570,-0.000100,-0.000033,33.000000,904.861004,-0.749632,0.008006,0.000000,603.876315
27.700000,908.161405,908.175741,-0.721852,0.007677,32.999967,-0.000192,-0.000000,-0.000041,0.001618,-0.000103,-0.000033,33.000000,908.161405,-0.723582,0.007779,0.000000,607.176239
27.800000,911.461695,911.475640,-0.696520,0.007442,32.999967,-0.000196,-0.000000,-0.000041,0.001667,-0.000106,-0.000033,33.000000,911.461695,-0.698292,0.007548,0.000000,610.476168
27.900000,914.761999,914.775546,-0.671962,0.007202,32.999967,-0.000200,-0.000000,-0.000037,0.001708,-0.000108,-0.000033,33.000000,914.761999,-0.673769,0.007311,0.000000,613.776103
28.000000,918.062452,918.075457,-0.648194,0.006957,32.999967,-0.000204,-0.000000,-0.000035,0.001747,-0.000111,-0.000033,33.000000,918.062452,-0.650034,0.007069,0.000000,617.076044
28.100000,921.362784,921.375374,-0.625235,0.006708,32.999967,-0.000207,-0.000000,-0.000038,0.001795,-0.000114,-0.000033,33.000000,921.362784,-0.627116,0.006822,0.000000,620.375989
28.200000,924.663129,924.675296,-0.603098,0.006455,32.999967,-0.000211,-0.000000,-0.000034,0.001835,-0.000116,-0.000033,33.000000,924.663129,-0.605013,0.006571,0.000000,623.675940
28.300000,927.963486,927.975224,-0.581798,0.006196,32.999967,-0.000215,-0.000000,-0.000029,0.001868,-0.000119,-0.000033,33.000000,927.963486,-0.583740,0.006315,0.000000,626.975895
28.400000,931.264001,931.275157,-0.561350,0.005934,32.999967,-0.000218,-0.000000,-0.000034,0.001912,-0.000121,-0.000033,33.000000,931.264001,-0.563330,0.006055,0.000000,630.275855
28.500000,934.564384,934.575096,-0.541768,0.005668,32.999967,-0.000221,-0.000000,-0.000031,0.001951,-0.000123,-0.000033,33.000000,934.564384,-0.543781,0.005791,0.000000,633.575820
28.600000,937.864777,937.875040,-0.523064,0.005398,32.999967,-0.000224,-0.000000,-0.000026,0.001982,-0.000126,-0.000033,33.000000,937.864777,-0.525103,0.005524,0.000000,636.875788
28.700000,941.165334,941.174989,-0.505251,0.005124,32.999967,-0.000227,-0.000000,-0.000027,0.002017,-0.000128,-0.000033,33.000000,941.165334,-0.507319,0.005252,0.000000,640.175760
28.800000,944.465750,944.474942,-0.488343,0.004847,32.999967,-0.000229,-0.000000,-0.000027,0.002054,-0.000130,-0.000033,33.000000,944.465750,-0.490443,0.004977,0.000000,643.475736
